names, test_score_rating, academic_progress_rating,    college_readiness_rating, equity_overall_rating, 
Hawthorne Elementary School,3/10,5/10,N/A,2/10
Kenwood High School,3/10,N/A,3/10,2/10
Lansdowne High & Academy Of Finance,2/10,N/A,2/10,2/10
Lansdowne Middle School,2/10,4/10,N/A,2/10
Mccormick Elementary School,3/10,5/10,N/A,2/10
Middlesex Elementary School,3/10,3/10,N/A,3/10
Milbrook Elementary School,3/10,3/10,N/A,3/10
Parkville High & Center For Math/Science,3/10,N/A,5/10,2/10
Randallstown Elementary School,2/10,N/A,N/A,2/10
Randallstown High School,3/10,N/A,4/10,2/10
Sandy Plains Elementary School,2/10,4/10,N/A,2/10
Scotts Branch Elementary School,2/10,4/10,N/A,2/10
Winfield Elementary School,3/10,3/10,N/A,3/10
Woodlawn High Center For Pre-Eng. Res.,2/10,N/A,4/10,2/10
Owings Mills High School,2/10,N/A,2/10,2/10
Glenmar Elementary School,3/10,7/10,N/A,2/10
Northwest Academy of Health Sciences,2/10,3/10,N/A,2/10
Bay View Elementary School,4/10,4/10,N/A,3/10
Cecil Manor Elementary School,4/10,4/10,N/A,2/10
Holly Hall Elementary School,3/10,3/10,N/A,2/10
Elk Neck Elementary School,6/10,4/10,N/A,2/10
Eva Turner Elementary School,3/10,5/10,N/A,3/10
Indian Head Elementary School,3/10,4/10,N/A,2/10
Sandy Hill Elementary School,3/10,4/10,N/A,2/10
Mace's Lane Middle School,3/10,3/10,N/A,2/10
Halls Cross Roads Elementary School,3/10,5/10,N/A,2/10
Jeffers Hill Elementary School,6/10,5/10,N/A,3/10
Longfellow Elementary School,6/10,6/10,N/A,3/10
Worton Elementary School,4/10,3/10,N/A,1/10
Gaithersburg High School,2/10,N/A,3/10,2/10
Highland View Elementary School,6/10,6/10,N/A,2/10
Maryvale Elementary School,6/10,7/10,N/A,3/10
Paint Branch High School,3/10,N/A,6/10,3/10
Piney Branch Elementary School,7/10,6/10,N/A,2/10
Rockville High School,4/10,N/A,4/10,2/10
Rolling Terrace Elementary School,5/10,6/10,N/A,2/10
South Lake Elementary School,3/10,4/10,N/A,2/10
Stedwick Elementary School,3/10,4/10,N/A,2/10
North Chevy Chase Elementary School,9/10,8/10,N/A,5/10
Clopper Mill Elementary School,3/10,5/10,N/A,3/10
Greencastle Elementary School,3/10,4/10,N/A,3/10
Watkins Mill High School,3/10,N/A,5/10,2/10
Arrowhead Elementary School,3/10,6/10,N/A,2/10
Barnaby Manor Elementary School,2/10,4/10,N/A,2/10
Bradbury Heights Elementary School,2/10,4/10,N/A,2/10
Carmody Hills Elementary School,2/10,4/10,N/A,2/10
Catherine T. Reed Elementary School,3/10,5/10,N/A,3/10
Chillum Elementary School,2/10,3/10,N/A,2/10
Columbia Park Elementary School,2/10,4/10,N/A,2/10
Concord Elementary School,3/10,6/10,N/A,2/10
Crossland High School,2/10,N/A,3/10,2/10
Deerfield Run Elementary School,3/10,4/10,N/A,2/10
Flintstone Elementary School,2/10,4/10,N/A,2/10
Drew Freeman Middle School,3/10,N/A,N/A,3/10
Francis Scott Key Elementary School,3/10,5/10,N/A,2/10
Gwynn Park High School,3/10,N/A,3/10,3/10
Hyattsville Elementary School,2/10,3/10,N/A,2/10
J. Frank Dent Elementary School,2/10,5/10,N/A,2/10
Mt Rainier Elementary School,3/10,3/10,N/A,2/10
North Forestville Elementary School,2/10,4/10,N/A,2/10
Overlook Elementary School,2/10,3/10,N/A,2/10
Paint Branch Elementary School,3/10,4/10,N/A,3/10
Potomac Landing Elementary School,4/10,3/10,N/A,3/10
Potomac High School,2/10,N/A,2/10,2/10
Princeton Elementary School,2/10,4/10,N/A,2/10
Ridgecrest Elementary School,2/10,5/10,N/A,2/10
Riverdale Elementary School,2/10,5/10,N/A,2/10
Seat Pleasant Elementary School,2/10,4/10,N/A,2/10
Springhill Lake Elementary School,2/10,3/10,N/A,2/10
Suitland High School,3/10,N/A,1/10,3/10
Tayac Elementary School,3/10,5/10,N/A,3/10
William Beanes Elementary School,2/10,3/10,N/A,2/10
Tall Oaks Vocational High School,2/10,N/A,2/10,2/10
Lexington Park Elementary School,6/10,7/10,N/A,2/10
Mechanicsville Elementary School,6/10,6/10,N/A,2/10
Park Hall Elementary School,4/10,4/10,N/A,2/10
Ridge Elementary School,6/10,5/10,N/A,2/10
Bester Elementary School,2/10,3/10,N/A,2/10
Hickory Elementary School,3/10,3/10,N/A,2/10
Pangborn Elementary School,3/10,4/10,N/A,3/10
Fruitland Intermediate School,5/10,5/10,N/A,3/10
Judge Sylvania W. Woods Sr. Elementary School,3/10,4/10,N/A,3/10
Robert R. Gray Elementary School,2/10,5/10,N/A,2/10
Dodge Park Elementary School,2/10,5/10,N/A,2/10
Empowerment Academy,3/10,4/10,N/A,2/10
New Town High School,4/10,N/A,7/10,3/10
Samuel P. Massie Academy,2/10,4/10,N/A,2/10
Panorama Elementary School,3/10,5/10,N/A,3/10
Academy For College And Career Exploration,2/10,N/A,2/10,2/10
Port Towns Elementary School,2/10,3/10,N/A,2/10
Northwood Appold Community Academy,3/10,6/10,N/A,2/10
Suitland Elementary School,2/10,5/10,N/A,2/10
William W. Hall Academy,2/10,5/10,N/A,2/10
Great Seneca Creek Elementary School,5/10,4/10,N/A,2/10
Dr. Henry A. Wise Jr. High School,3/10,N/A,4/10,3/10
Independence School Local I,2/10,N/A,2/10,2/10
Imagine Lincoln Public Charter School,2/10,4/10,N/A,2/10
Arcola Elementary School,2/10,4/10,N/A,2/10
Afya Public Charter Middle School,2/10,4/10,N/A,2/10
Friendship Academy Of Engineering And Technology,2/10,4/10,1/10,2/10
Vanguard Collegiate Middle School,2/10,5/10,N/A,2/10
Baltimore I.T. Academy,2/10,4/10,N/A,2/10
Baltimore Design School,2/10,6/10,N/A,2/10
Andrew Jackson Academy,3/10,5/10,N/A,3/10
City Neighbors Hamilton,4/10,3/10,N/A,2/10
N.A.C.A. Freedom And Democracy Academy Ii,2/10,3/10,N/A,2/10
Galena Elementary School,7/10,7/10,N/A,2/10
Captain Walter Francis Duke Elementary,7/10,N/A,N/A,2/10
Lillie May Carroll Jackson School,2/10,N/A,N/A,2/10
Baltimore Collegiate School for Boys,2/10,N/A,N/A,2/10
Alexander Hamilton Elementary School,1/10,5/10,N/A,1/10
Arundel Elementary/Middle School,1/10,4/10,N/A,1/10
Bay-Brook Elementary School,1/10,4/10,N/A,1/10
Belmont Elementary School,1/10,4/10,N/A,1/10
Booker T. Washington Middle School,1/10,4/10,N/A,1/10
Brehms Lane Elementary School,2/10,4/10,N/A,2/10
Callaway Elementary School,2/10,5/10,N/A,2/10
Calverton Elementary/Middle School,1/10,5/10,N/A,1/10
Dr. Carter Godwin Woodson Elementary/Middle School,1/10,N/A,N/A,1/10
Cherry Hill Elementary/Middle School,1/10,4/10,N/A,1/10
City Springs Elementary School,1/10,5/10,N/A,1/10
Coldstream Park Elementary School,1/10,4/10,N/A,1/10
Collington Square Elementary School,1/10,4/10,N/A,1/10
Dallas F. Nicholas Sr. Elementary School,1/10,3/10,N/A,1/10
Dr. Bernard Harris Sr. Elementary School,1/10,4/10,N/A,1/10
Dr. Martin Luther King Jr. Elementary School,1/10,4/10,N/A,1/10
Edgecombe Circle Elementary School,1/10,5/10,N/A,1/10
Fallstaff Elementary School,1/10,4/10,N/A,1/10
Fort Worthington Elementary School,1/10,4/10,N/A,1/10
Furley Elementary School,2/10,5/10,N/A,2/10
Furman L. Templeton Elementary School,1/10,6/10,N/A,1/10
Gardenville Elementary School,1/10,4/10,N/A,1/10
George Washington Elementary School,2/10,3/10,N/A,2/10
Gilmor Elementary School,1/10,3/10,N/A,1/10
Govans Elementary School,2/10,6/10,N/A,2/10
Harlem Park Elementary School,1/10,5/10,N/A,1/10
Highlandtown Elementary #237,2/10,4/10,N/A,2/10
James Mchenry Elementary School,1/10,4/10,N/A,1/10
James Mosher Elementary School,1/10,4/10,N/A,1/10
Johnston Square Elementary School,1/10,3/10,N/A,1/10
Margaret Brent Elementary School,2/10,4/10,N/A,2/10
Mary E. Rodman Elementary School,1/10,3/10,N/A,1/10
Matthew A. Henson Elementary School,1/10,4/10,N/A,1/10
Northwestern High School,1/10,N/A,1/10,1/10
Patterson High School,1/10,N/A,2/10,1/10
Pimlico Elementary School,1/10,4/10,N/A,1/10
Robert W. Coleman Elementary School,1/10,5/10,N/A,1/10
Rognel Heights Elementary/Middle School,1/10,3/10,N/A,1/10
The Historic Samuel Coleridge-Taylor Elementary School,1/10,N/A,N/A,1/10
Samuel F. B. Morse Elementary School,1/10,4/10,N/A,1/10
Sarah M. Roach Elementary School,1/10,6/10,N/A,1/10
Tench Tilghman Elementary School,1/10,4/10,N/A,1/10
Westport Academy,1/10,5/10,N/A,1/10
Guilford Elementary/Middle School,1/10,3/10,N/A,1/10
Deep Creek Elementary School,1/10,4/10,N/A,1/10
Overlea High & Academy Of Finance,1/10,N/A,4/10,1/10
White Oak School,1/10,N/A,N/A,1/10
Gilpin Manor Elementary School,2/10,3/10,N/A,2/10
Dufief Elementary School,9/10,7/10,N/A,1/10
Kensington Parkwood Elementary School,9/10,7/10,N/A,4/10
Annapolis Road Academy Alternative High School,1/10,N/A,N/A,1/10
Clinton Grove Elementary School,2/10,3/10,N/A,1/10
District Heights Elementary School,2/10,4/10,N/A,1/10
Forest Heights Elementary School,1/10,3/10,N/A,2/10
Northwestern Evening/Saturday High,1/10,N/A,1/10,1/10
Hillcrest Heights Elementary School,1/10,3/10,N/A,2/10
Crossland Evening/Saturday High,1/10,N/A,1/10,1/10
John H. Bayne Elementary School,2/10,5/10,N/A,2/10
Harford Heights Elementary School,1/10,4/10,N/A,1/10
Rosaryville Elementary School,2/10,4/10,N/A,2/10
Connexions Community Leadership Academy,1/10,3/10,2/10,1/10
National Academy Foundation,1/10,3/10,3/10,1/10
Cora L. Rice Elementary School,1/10,3/10,N/A,1/10
New Era Academy,1/10,3/10,1/10,1/10
Vivien T. Thomas Medical Arts Academy,2/10,N/A,2/10,1/10
Coppin Academy,1/10,N/A,6/10,1/10
Renaissance Academy,1/10,N/A,2/10,1/10
Southwest Baltimore Charter School,2/10,4/10,N/A,2/10
Baltimore Montessori Public Charter School,4/10,3/10,N/A,1/10
New Hope Academy,1/10,N/A,1/10,1/10
K.A.S.A. (Knowledge And Success Academy),1/10,3/10,2/10,1/10
The Reach! Partnership School,1/10,N/A,2/10,1/10
East Baltimore Community School,2/10,5/10,N/A,2/10
Monarch Academy Public Charter School,2/10,4/10,N/A,1/10
Bluford Drew Jemison Stem Academy West,1/10,N/A,3/10,1/10
Roots and Branches,1/10,3/10,N/A,1/10
Phoenix Academy,1/10,2/10,1/10,1/10
Creative City Public Charter School,1/10,N/A,N/A,1/10
Edward M. Felegy ES,2/10,3/10,N/A,2/10
Mary Moss at Adams Academy,1/10,N/A,N/A,1/10
Banneker Blake Academy for Arts and Sciences,1/10,N/A,N/A,1/10
Arnold Elementary School,10/10,8/10,N/A,N/A
Benfield Elementary School,10/10,8/10,N/A,N/A
Crofton Woods Elementary School,10/10,N/A,N/A,10/10
Deale Elementary School,9/10,N/A,N/A,N/A
Folger McKinsey Elementary School,10/10,9/10,N/A,N/A
Jones Elementary School,10/10,6/10,N/A,N/A
Millersville Elementary School,10/10,N/A,N/A,N/A
Severna Park Elementary School,10/10,8/10,N/A,N/A
West Annapolis Elementary School,10/10,8/10,N/A,N/A
Anne Arundel Evening High,N/A,N/A,N/A,N/A
Center Of Applied Technology-North,N/A,N/A,N/A,N/A
Center Of Applied Technology-South,N/A,N/A,N/A,N/A
Shipley's Choice Elementary School,10/10,8/10,N/A,N/A
The Keystone School,N/A,N/A,N/A,N/A
Canton Middle School,N/A,N/A,N/A,N/A
Baltimore IT Academy,N/A,N/A,N/A,N/A
Claremont School,N/A,N/A,N/A,N/A
K12 International Academy,N/A,N/A,N/A,N/A
Frederick Douglass High School,N/A,N/A,1/10,N/A
George G. Kelson Elementary School,N/A,N/A,N/A,N/A
George W.F. McMechen High School,N/A,N/A,1/10,N/A
Fernwood Montessori School,N/A,N/A,N/A,N/A
Harbor City High School,N/A,N/A,N/A,N/A
Henson Valley Academy,N/A,N/A,N/A,N/A
Lombard Middle School,N/A,N/A,N/A,N/A
Oak Grove Classical Christian School,N/A,N/A,N/A,N/A
William S. Baer School,N/A,N/A,N/A,N/A
Alternative Elementary School,N/A,N/A,N/A,N/A
Eager Street Academy,N/A,N/A,N/A,N/A
Francis M. Wood Alternative High School,N/A,N/A,N/A,N/A
Lois T. Murray Elementary School,N/A,N/A,N/A,N/A
Sharp-Leadenhall Elementary School,1/10,N/A,N/A,N/A
Paul Laurence Dunbar Middle School,N/A,N/A,N/A,N/A
Frederick Elementary School,N/A,N/A,N/A,1/10
George W. Carver Center For Arts & Technology,8/10,N/A,9/10,9/10
Western School Of Technology & Env. Science,8/10,N/A,10/10,10/10
Carroll Manor Elementary School,10/10,8/10,N/A,N/A
Chesapeake Terrace Elementary School,N/A,N/A,N/A,5/10
Eastern Technical High School,N/A,N/A,10/10,10/10
Fifth District Elementary School,9/10,6/10,N/A,N/A
Milford Mill Academy,1/10,N/A,5/10,1/10
Catonsville Center For Alternative Studies,N/A,N/A,N/A,N/A
Patapsco High & Center For Arts,3/10,N/A,5/10,3/10
Pinewood Elementary School,10/10,9/10,N/A,N/A
Prettyboy Elementary School,8/10,7/10,N/A,N/A
Riderwood Elementary School,10/10,7/10,N/A,N/A
Rodgers Forge Elementary School,10/10,8/10,N/A,N/A
Jacksonville Elementary School,10/10,N/A,N/A,N/A
Seventh District Elementary School,9/10,7/10,N/A,N/A
Sparks Elementary School,10/10,8/10,N/A,N/A
Meadowood Education Center,N/A,N/A,N/A,N/A
Rosedale Center,N/A,N/A,N/A,N/A
Afternoon Group Learning Centers,N/A,N/A,N/A,N/A
Evening High School,N/A,N/A,N/A,N/A
Home Teaching-Elementary School,N/A,N/A,N/A,N/A
Home Teaching-Middle/High School,2/10,N/A,N/A,N/A
Sollers Point/Southeastern Technical High School,N/A,N/A,N/A,N/A
Timonium Elementary School,10/10,8/10,N/A,N/A
Calvert Country School,N/A,N/A,N/A,N/A
Career And Technology Academy,N/A,N/A,N/A,N/A
Caroline Career & Technology Center,N/A,N/A,N/A,N/A
Carroll Springs School,N/A,N/A,N/A,N/A
Carrolltowne Elementary School,9/10,7/10,N/A,N/A
The Auburn School, Baltimore Campus,N/A,N/A,N/A,N/A
South Carroll High School,9/10,N/A,9/10,4/10
Crossroads Middle School,N/A,N/A,N/A,N/A
Carroll County Career & Technology Center,N/A,N/A,N/A,N/A
Liberty High School,N/A,N/A,10/10,N/A
Perryville Elementary School,N/A,N/A,N/A,N/A
Cecil County School Of Technology,N/A,N/A,N/A,N/A
Robert D. Stethem Educational Center,N/A,N/A,N/A,N/A
Judith P. Hoyer Early Childhood Center,N/A,N/A,N/A,N/A
Dorchester County Career And Technology Center,N/A,N/A,N/A,N/A
New Market Elementary School,10/10,6/10,N/A,N/A
Wolfsville Elementary School,8/10,8/10,N/A,N/A
Deer Crossing Elementary School,9/10,N/A,N/A,N/A
Frederick County Evening High,N/A,N/A,N/A,N/A
Frederick County Career & Technology Center,N/A,N/A,N/A,N/A
Heather Ridge High School,N/A,N/A,N/A,N/A
Kemptown Elementary School,9/10,9/10,N/A,N/A
Heather Ridge Middle School,N/A,N/A,N/A,N/A
Bloomington Elementary School,N/A,N/A,N/A,N/A
Route 40 Elementary School,6/10,5/10,N/A,N/A
Swan Meadow School,N/A,N/A,N/A,N/A
Center For Educational Opportunity,N/A,N/A,N/A,N/A
Emmorton Elementary School,9/10,8/10,N/A,5/10
Churchville Elementary School,10/10,8/10,N/A,N/A
Darlington Elementary School,9/10,7/10,N/A,N/A
Harford Technical High School,N/A,N/A,9/10,10/10
John Archer School,N/A,N/A,1/10,N/A
Norrisville Elementary School,7/10,5/10,N/A,N/A
Mount View Middle School,10/10,6/10,N/A,8/10
Bushy Park Elementary School,10/10,7/10,N/A,10/10
Centennial Lane Elementary School,10/10,7/10,N/A,N/A
Clarksville Elementary School,10/10,8/10,N/A,N/A
Clarksville Middle School,10/10,7/10,N/A,N/A
Glenelg High School,9/10,N/A,10/10,10/10
Lisbon Elementary School,9/10,6/10,N/A,N/A
Northfield Elementary School,10/10,6/10,N/A,6/10
West Friendship Elementary School,10/10,8/10,N/A,N/A
Worthington Elementary School,10/10,8/10,N/A,7/10
Ilchester Elementary School,10/10,6/10,N/A,10/10
River Hill High School,10/10,N/A,10/10,10/10
Fulton Elementary School,10/10,6/10,N/A,9/10
Triadelphia Ridge Elementary School,10/10,8/10,N/A,N/A
Cedar Lane Special Center,N/A,N/A,N/A,N/A
Waverly Elementary School,10/10,8/10,N/A,9/10
Pointers Run Elementary School,10/10,8/10,N/A,9/10
Stephen Knolls School,N/A,N/A,N/A,N/A
Bannockburn Elementary School,10/10,8/10,N/A,10/10
Bel Pre Elementary School,N/A,N/A,N/A,N/A
Bells Mill Elementary School,10/10,8/10,N/A,10/10
Belmont Elementary School,9/10,6/10,N/A,N/A
Bethesda Elementary School,9/10,6/10,N/A,10/10
Beverly Farms Elementary School,9/10,7/10,N/A,7/10
Bradley Hills Elementary School,10/10,8/10,N/A,10/10
Burning Tree Elementary School,10/10,8/10,N/A,N/A
Carderock Springs Elementary School,10/10,9/10,N/A,N/A
Carl Sandburg Center,N/A,N/A,N/A,N/A
Cold Spring Elementary School,10/10,8/10,N/A,N/A
Darnestown Elementary School,9/10,7/10,N/A,N/A
West Towson Elementary School,10/10,8/10,N/A,N/A
Arundel Christian School,N/A,N/A,N/A,N/A
Greenwood Elementary School,9/10,N/A,N/A,3/10
Lakewood Elementary School,10/10,8/10,N/A,6/10
Longview School,N/A,N/A,N/A,N/A
Montgomery Knolls Elementary School,N/A,N/A,N/A,N/A
New Hampshire Estates Elementary School,N/A,N/A,N/A,N/A
Potomac Elementary School,10/10,7/10,N/A,N/A
Rosemary Hills Elementary School,N/A,N/A,N/A,N/A
Seven Locks Elementary School,10/10,8/10,N/A,10/10
Takoma Park Elementary School,N/A,N/A,N/A,N/A
Travilah Elementary School,10/10,8/10,N/A,N/A
Wayside Elementary School,10/10,7/10,N/A,N/A
Westbrook Elementary School,9/10,8/10,N/A,N/A
Winston Churchill High School,N/A,N/A,10/10,9/10
Wood Acres Elementary School,9/10,7/10,N/A,10/10
Woodfield Elementary School,9/10,8/10,N/A,5/10
Wyngate Elementary School,10/10,8/10,N/A,7/10
Thomas Edison High School Of Technology,N/A,N/A,N/A,N/A
Regional Institute For Children & Adolescents,2/10,N/A,2/10,2/10
Alternative Programs,N/A,N/A,1/10,N/A
Rock Terrace School,N/A,N/A,1/10,N/A
Thomas W. Pyle Middle School,10/10,8/10,N/A,10/10
Judith P. Hoyer Montessori School,6/10,6/10,N/A,5/10
Berkshire Elementary School,N/A,N/A,N/A,N/A
Green Valley Academy At Edgar Allan Poe,N/A,N/A,N/A,N/A
John Carroll Elementary School,N/A,N/A,N/A,N/A
John Eager Howard Elementary School,N/A,N/A,N/A,N/A
Matthew Henson Elementary School,N/A,N/A,N/A,N/A
Middleton Valley Elementary School,N/A,N/A,N/A,N/A
Morningside Elementary School,N/A,N/A,N/A,N/A
Owens Road Elementary School,N/A,N/A,N/A,N/A
Croom Vocational High School,N/A,N/A,2/10,1/10
Benjamin Foulois Creative and Performing Arts Academy,N/A,N/A,N/A,N/A
Andrew Jackson Middle School,N/A,N/A,N/A,N/A
Centreville Elementary School,N/A,N/A,N/A,N/A
Kent Island Elementary School,N/A,N/A,N/A,N/A
J. M. Tawes Vocational Center,N/A,N/A,N/A,N/A
Deal Island School,6/10,6/10,N/A,N/A
Ewell School,N/A,N/A,N/A,N/A
Dr. James A. Forrest Career And Technology Center,N/A,N/A,N/A,N/A
St. Mary's County Evening High,N/A,N/A,N/A,N/A
Tilghman Elementary School,9/10,N/A,N/A,N/A
Evening High School,N/A,N/A,N/A,N/A
Antietam Academy,N/A,N/A,N/A,N/A
Wicomico County Evening High,N/A,N/A,N/A,N/A
Beaver Run School,N/A,N/A,N/A,N/A
Charles H. Chipman Elementary School,N/A,N/A,N/A,N/A
Westside Primary School,N/A,N/A,N/A,N/A
Worcester Technical High School,N/A,N/A,N/A,N/A
Cedar Chapel Special School,N/A,N/A,N/A,N/A
Snow Hill Elementary School,8/10,N/A,N/A,5/10
Holy Family Catholic School,N/A,N/A,N/A,N/A
The Children's Guild,N/A,N/A,N/A,N/A
St. Peter's School,N/A,N/A,N/A,N/A
St John Catholic School,N/A,N/A,N/A,N/A
Notre Dame Preparatory School,N/A,N/A,N/A,N/A
Calvert Hall College High School,N/A,N/A,N/A,N/A
St. John the Evangelist School,N/A,N/A,N/A,N/A
St. Philip Neri Elementary School,N/A,N/A,N/A,N/A
Immaculate Conception School,N/A,N/A,N/A,N/A
Our Lady Of Perpetual Help School,N/A,N/A,N/A,N/A
Saint John the Evangelist Catholic School,N/A,N/A,N/A,N/A
Ascension Parish School,N/A,N/A,N/A,N/A
St Mary Catholic School,N/A,N/A,N/A,N/A
St Maria Goretti High School,N/A,N/A,N/A,N/A
Brookewood School,N/A,N/A,N/A,N/A
Monsignor Slade Catholic School,N/A,N/A,N/A,N/A
St. Michael School,N/A,N/A,N/A,N/A
St. John Regional Catholic School,N/A,N/A,N/A,N/A
Resurrection-St. Paul School,N/A,N/A,N/A,N/A
Shrine of Little Flower School,N/A,N/A,N/A,N/A
Shrine of the Sacred Heart School,N/A,N/A,N/A,N/A
St. Agnes School,N/A,N/A,N/A,N/A
St. Alphonsus-Basilica School,N/A,N/A,N/A,N/A
St Augustine School,N/A,N/A,N/A,N/A
St. Dominic Elementary and Midd,N/A,N/A,N/A,N/A
The New All Sts. Parish School,N/A,N/A,N/A,N/A
St Joan Of Arc School,N/A,N/A,N/A,N/A
St Mary Elementary School,N/A,N/A,N/A,N/A
St Marys High School,N/A,N/A,N/A,N/A
Archbishop Curley High School,N/A,N/A,N/A,N/A
Bishop John Neumann School,N/A,N/A,N/A,N/A
St. John Neumann School,N/A,N/A,N/A,N/A
Cardinal Gibbons School,N/A,N/A,N/A,N/A
Holy Angels Catholic School,N/A,N/A,N/A,N/A
Father Charles Hall Middle School,N/A,N/A,N/A,N/A
St Casimir Catholic School,N/A,N/A,N/A,N/A
Immaculate Heart Of Mary School,N/A,N/A,N/A,N/A
Institute Of Notre Dame,N/A,N/A,N/A,N/A
St. Bernardine Catholic School,N/A,N/A,N/A,N/A
Mercy High School,N/A,N/A,N/A,N/A
Our Lady Of Hope St Luke School,N/A,N/A,N/A,N/A
Our Lady of Fatima School,N/A,N/A,N/A,N/A
Archbishop Borders School,N/A,N/A,N/A,N/A
John Paul Regional Catholic School,N/A,N/A,N/A,N/A
Our Lady Of Mt Carmel School,N/A,N/A,N/A,N/A
Mount Saint Joseph High School,N/A,N/A,N/A,N/A
St Michael The Archangel School,N/A,N/A,N/A,N/A
St Mark School,N/A,N/A,N/A,N/A
Mother Seton School,N/A,N/A,N/A,N/A
Bishop Walsh School,N/A,N/A,N/A,N/A
St. Louis School,N/A,N/A,N/A,N/A
Mount De Sales High School,N/A,N/A,N/A,N/A
St. Stephen School,N/A,N/A,N/A,N/A
St. William of York,N/A,N/A,N/A,N/A
St Ursula School,N/A,N/A,N/A,N/A
St. Rose of Lima School,N/A,N/A,N/A,N/A
St Pius X School,N/A,N/A,N/A,N/A
St Clement Mary Hofbauer School,N/A,N/A,N/A,N/A
St Ambrose Catholic School,N/A,N/A,N/A,N/A
Arts & Ideas Sudbury School,N/A,N/A,N/A,N/A
Holy Family School,N/A,N/A,N/A,N/A
Archbishop Spalding High School,N/A,N/A,N/A,N/A
St. Elizabeth of Hungary Elementary School,N/A,N/A,N/A,N/A
St Frances Academy,N/A,N/A,N/A,N/A
School Of The Cathedral Mary Our Queen,N/A,N/A,N/A,N/A
St Francis Of Assisi School,N/A,N/A,N/A,N/A
John Carroll School,N/A,N/A,N/A,N/A
Holy Spirit School,N/A,N/A,N/A,N/A
The Seton Keough High School,N/A,N/A,N/A,N/A
Cardinal Shehan School,N/A,N/A,N/A,N/A
Sacred Heart of Mary School,N/A,N/A,N/A,N/A
Our Lady Of Victory School,N/A,N/A,N/A,N/A
St. Thomas Aquinas School,N/A,N/A,N/A,N/A
Loyola Blakefield,N/A,N/A,N/A,N/A
Visitation Academy,N/A,N/A,N/A,N/A
Barrie School,N/A,N/A,N/A,N/A
Julia Brown Montessori Schools,N/A,N/A,N/A,N/A
Christ Episcopal School,N/A,N/A,N/A,N/A
St. John's Episcopal School,N/A,N/A,N/A,N/A
Holy Trinity Episcopal Day School,N/A,N/A,N/A,N/A
Christian Community Fellowship,N/A,N/A,N/A,N/A
Paint Branch Montessori School,N/A,N/A,N/A,N/A
Friends School of Baltimore,N/A,N/A,N/A,N/A
Phillips School - Laurel,N/A,N/A,N/A,N/A
Riverdale Baptist School,N/A,N/A,N/A,N/A
Berwyn Christian School,N/A,N/A,N/A,N/A
The Barnesville School,N/A,N/A,N/A,N/A
Countryside Christian School,N/A,N/A,N/A,N/A
German International School Washington D.C.,N/A,N/A,N/A,N/A
The Bullis School,N/A,N/A,N/A,N/A
Indian Creek School,N/A,N/A,N/A,N/A
Oldfields School,N/A,N/A,N/A,N/A
Eagle Cove School,N/A,N/A,N/A,N/A
St Pauls School,N/A,N/A,N/A,N/A
Open Bible Christian Academy,N/A,N/A,N/A,N/A
Grace Brethren Christian School,N/A,N/A,N/A,N/A
The Wilkes School At Grace & St Peter's,N/A,N/A,N/A,N/A
St James Academy,N/A,N/A,N/A,N/A
Hebrew Day Institute,N/A,N/A,N/A,N/A
Israel Henry Beren High School,N/A,N/A,N/A,N/A
Bais Yaakov School For Girls,N/A,N/A,N/A,N/A
Talmudical Academy-Baltimore,N/A,N/A,N/A,N/A
Berman Hebrew Academy,N/A,N/A,N/A,N/A
Roland Park Country School,N/A,N/A,N/A,N/A
Pilgrim Christian Day School,N/A,N/A,N/A,N/A
Baltimore Middle & Upper School,N/A,N/A,N/A,N/A
St Paul Lutheran School,N/A,N/A,N/A,N/A
St Pauls Lutheran School,N/A,N/A,N/A,N/A
Concordia Lutheran School,N/A,N/A,N/A,N/A
Washington Classical & Christian School,N/A,N/A,N/A,N/A
Saint James School,N/A,N/A,N/A,N/A
Queen Anne School,N/A,N/A,N/A,N/A
Grace Episcopal Day School,N/A,N/A,N/A,N/A
Worcester Preparatory School,N/A,N/A,N/A,N/A
Green Acres School,N/A,N/A,N/A,N/A
Paradise Mennonite School,N/A,N/A,N/A,N/A
Salisbury Christian School,N/A,N/A,N/A,N/A
Victory Christian Academy,N/A,N/A,N/A,N/A
St Martins Lutheran Church School,N/A,N/A,N/A,N/A
The Primary Day School,N/A,N/A,N/A,N/A
Bowie Montessori Childrens House,N/A,N/A,N/A,N/A
St. Timothys Day School,N/A,N/A,N/A,N/A
Annapolis Area Christian School - Middle School,N/A,N/A,N/A,N/A
Washington Christian Academy,N/A,N/A,N/A,N/A
Kent School,N/A,N/A,N/A,N/A
Gilman School,N/A,N/A,N/A,N/A
West Nottingham Academy,N/A,N/A,N/A,N/A
Mcdonogh School,N/A,N/A,N/A,N/A
Severn School,N/A,N/A,N/A,N/A
The Tome School,N/A,N/A,N/A,N/A
Key School,N/A,N/A,N/A,N/A
Garrison Forest School,N/A,N/A,N/A,N/A
Glenelg Country School,N/A,N/A,N/A,N/A
Park School of Baltimore,N/A,N/A,N/A,N/A
The Bryn Mawr School,N/A,N/A,N/A,N/A
Holton-Arms School,N/A,N/A,N/A,N/A
Landon School,N/A,N/A,N/A,N/A
Norwood School,N/A,N/A,N/A,N/A
Grace Academy,N/A,N/A,N/A,N/A
Harbor School,N/A,N/A,N/A,N/A
Harford Christian School,N/A,N/A,N/A,N/A
