names, ratings, addresses, classes, types, grades, student_nums, st_ratios, districts, 
Accident Elementary School,6/10,534 Accident Bittinger Road, Accident, MD, 21520,Average,Public district,PK-5,243,11:1,Garrett County Public Schools
Crellin Elementary School,6/10,115 Kendall Drive, Oakland, MD, 21550,Average,Public district,PK-5,132,14:1,Garrett County Public Schools
Grantsville Elementary School,6/10,120 Grant Street, Grantsville, MD, 21536,Average,Public district,PK-5,236,11:1,Garrett County Public Schools
Northern Garrett High School,6/10,86 Pride Parkway, Accident, MD, 21520,Average,Public district,9-12,449,13:1,Garrett County Public Schools
Southern Garrett High School,6/10,345 Oakland Drive, Oakland, MD, 21550,Average,Public district,9-12,672,12:1,Garrett County Public Schools
Southern Middle School,5/10,605 Harvey Winters Drive, Oakland, MD, 21550,Average,Public district,6-8,544,13:1,Garrett County Public Schools
Abingdon Elementary School,7/10,399 Singer Road, Abingdon, MD, 21009,Above average,Public district,PK-5,809,16:1,Harford County Public Schools
Aberdeen Middle School,5/10,111 Mount Royal Avenue, Aberdeen, MD, 21001,Average,Public district,6-8,1184,14:1,Harford County Public Schools
Bakerfield Elementary School,6/10,36 Baker Street, Aberdeen, MD, 21001,Average,Public district,PK-5,415,12:1,Harford County Public Schools
Bel Air High School,7/10,100 Heighe Street, Bel Air, MD, 21014,Above average,Public district,9-12,1581,17:1,Harford County Public Schools
Havre De Grace Middle School,7/10,401 Lewis Lane, Havre de Grace, MD, 21078,Above average,Public district,6-8,567,12:1,Harford County Public Schools
G. Lisby Elementary At Hillsdale,5/10,810 Edmund Street, Aberdeen, MD, 21001,Average,Public district,PK-5,437,14:1,Harford County Public Schools
Meadowvale Elementary School,8/10,910 Graceview Drive, Havre de Grace, MD, 21078,Above average,Public district,PK-5,524,15:1,Harford County Public Schools
North Harford High School,7/10,211 Pylesville Road, Pylesville, MD, 21132,Above average,Public district,9-12,1219,15:1,Harford County Public Schools
William S. James Elementary School,7/10,1 Laurentum Parkway, Abingdon, MD, 21009,Above average,Public district,K-5,423,13:1,Harford County Public Schools
Magnolia Middle School,5/10,299 Fort Hoyle Road, Joppa, MD, 21085,Average,Public district,6-8,761,12:1,Harford County Public Schools
C. Milton Wright High School,7/10,1301 North Fountain Green Road, Bel Air, MD, 21015,Above average,Public district,9-12,1447,14:1,Harford County Public Schools
North Bend Elementary School,7/10,1445 North Bend Road, Jarrettsville, MD, 21084,Above average,Public district,K-5,324,11:1,Harford County Public Schools
Rockburn Elementary School,8/10,6145 Montgomery Road, Elkridge, MD, 21075,Above average,Public district,PK-5,720,14:1,Howard County Public Schools
Elkridge Landing Middle School,7/10,7085 Montgomery Road, Elkridge, MD, 21075,Above average,Public district,6-8,734,13:1,Howard County Public Schools
Elkridge Elementary School,6/10,7075 Montgomery Road, Elkridge, MD, 21075,Average,Public district,PK-5,808,13:1,Howard County Public Schools
Howard High School,8/10,8700 Old Annapolis Road, Ellicott City, MD, 21043,Above average,Public district,9-12,1772,15:1,Howard County Public Schools
Mount Hebron High School,7/10,9440 Maryland 99, Ellicott City, MD, 21042,Above average,Public district,9-12,1517,14:1,Howard County Public Schools
Waterloo Elementary School,7/10,5940 Waterloo Road, Ellicott City, MD, 21043,Above average,Public district,PK-5,628,11:1,Howard County Public Schools
Long Reach High School,5/10,6101 Old Dobbin Lane, Columbia, MD, 21045,Average,Public district,9-12,1483,13:1,Howard County Public Schools
Hollifield Station Elementary School,8/10,8701 Stonehouse Drive, Ellicott City, MD, 21043,Above average,Public district,PK-5,779,13:1,Howard County Public Schools
Rock Hall Elementary School,5/10,21203 West Sharp Street, Rock Hall, MD, 21661,Average,Public district,PK-5,167,13:1,Kent County Public Schools
Roberto W. Clemente Middle School,7/10,18808 Waring Station Road, Germantown, MD, 20874,Above average,Public district,6-8,1277,14:1,Montgomery County Public Schools
Benjamin Banneker Middle School,6/10,14800 Perrywood Drive, Burtonsville, MD, 20866,Average,Public district,6-8,863,13:1,Montgomery County Public Schools
Burtonsville Elementary School,6/10,15516 Old Columbia Pike, Burtonsville, MD, 20866,Average,Public district,PK-5,613,15:1,Montgomery County Public Schools
Cedar Grove Elementary School,8/10,24001 Ridge Road, Germantown, MD, 20876,Above average,Public district,K-5,585,20:1,Montgomery County Public Schools
Chevy Chase Elementary School,8/10,4015 Rosemary Street, Chevy Chase, MD, 20815,Above average,Public district,3-6,558,17:1,Montgomery County Public Schools
Diamond Elementary School,9/10,4 Marquis Dr, Gaithersburg, MD, 20878,Above average,Public district,K-5,648,14:1,Montgomery County Public Schools
Earle B. Wood Middle School,7/10,14615 Bauer Drive, Rockville, MD, 20853,Above average,Public district,6-8,970,13:1,Montgomery County Public Schools
East Silver Spring Elementary School,5/10,631 Silver Spring Avenue, Silver Spring, MD, 20910,Average,Public district,PK-5,554,11:1,Montgomery County Public Schools
Fox Chapel Elementary School,7/10,19315 Archdale Road, Germantown, MD, 20876,Above average,Public district,PK-5,635,14:1,Montgomery County Public Schools
Garrett Park Elementary School,7/10,4810 Oxford Street, Garrett Park, MD, 20896,Above average,Public district,K-5,802,16:1,Montgomery County Public Schools
Glenallan Elementary School,5/10,12520 Heurich Road, Silver Spring, MD, 20902,Average,Public district,PK-5,665,11:1,Montgomery County Public Schools
Herbert Hoover Middle School,9/10,8810 Postoak Road, Rockville, MD, 20854,Above average,Public district,6-8,1015,15:1,Montgomery County Public Schools
Highland Elementary School,6/10,3100 Medway Street, Silver Spring, MD, 20902,Average,Public district,PK-5,558,11:1,Montgomery County Public Schools
Julius West Middle School,8/10,651 Great Falls Road, Rockville, MD, 20850,Above average,Public district,6-8,1279,14:1,Montgomery County Public Schools
Parkland Middle School,6/10,4610 West Frankfort Drive, Rockville, MD, 20853,Average,Public district,6-8,964,14:1,Montgomery County Public Schools
Ritchie Park Elementary School,7/10,1514 Dunster Road, Rockville, MD, 20854,Above average,Public district,K-5,532,16:1,Montgomery County Public Schools
Sherwood Elementary School,6/10,1401 Olney Sandy Spring Road, Sandy Spring, MD, 20860,Average,Public district,PK-5,513,15:1,Montgomery County Public Schools
Stonegate Elementary School,7/10,14811 Notley Road, Colesville, MD, 20905,Above average,Public district,K-5,494,16:1,Montgomery County Public Schools
Takoma Park Middle School,9/10,7611 Piney Branch Road, Silver Spring, MD, 20910,Above average,Public district,6-8,1055,15:1,Montgomery County Public Schools
Viers Mill Elementary School,6/10,11711 Joseph Mill Road, Silver Spring, MD, 20906,Average,Public district,PK-5,684,11:1,Montgomery County Public Schools
Beall Elementary School,7/10,451 Beall Avenue, Rockville, MD, 20850,Above average,Public district,PK-5,825,16:1,Montgomery County Public Schools
Westover Elementary School,9/10,401 Hawkesbury Lane, Silver Spring, MD, 20904,Above average,Public district,PK-5,305,13:1,Montgomery County Public Schools
Woodlin Elementary School,6/10,2101 Luzerne Avenue, Silver Spring, MD, 20910,Average,Public district,PK-5,590,14:1,Montgomery County Public Schools
Robert Frost Middle School,9/10,9201 Scott Drive, Rockville, MD, 20850,Above average,Public district,6-8,1112,17:1,Montgomery County Public Schools
John T. Baker Middle School,7/10,25400 Oak Drive, Damascus, MD, 20872,Above average,Public district,6-8,813,16:1,Montgomery County Public Schools
Quince Orchard High School,7/10,15800 Quince Orchard Road, Gaithersburg, MD, 20878,Above average,Public district,9-12,1924,17:1,Montgomery County Public Schools
Strawberry Knoll Elementary School,5/10,18820 Strawberry Knoll Road, Gaithersburg, MD, 20879,Average,Public district,PK-5,620,11:1,Montgomery County Public Schools
Cabin John Middle School,9/10,10701 Gainsborough Road, Potomac, MD, 20854,Above average,Public district,6-8,941,14:1,Montgomery County Public Schools
Briggs Chaney Middle School,6/10,1901 Rainbow Drive, Silver Spring, MD, 20905,Average,Public district,6-8,866,15:1,Montgomery County Public Schools
Judith A. Resnik Elementary School,6/10,7301 Hadley Farms Drive, Gaithersburg, MD, 20879,Average,Public district,PK-5,646,13:1,Montgomery County Public Schools
John Hanson Montessori,6/10,6360 Oxon Hill Road, Oxon Hill, MD, 20745,Average,Public district,PK-8,486,16:1,Prince George's County Public Schools
Ardmore Elementary School,5/10,9301 Ardwick Ardmore Road, Springdale, MD, 20774,Average,Public district,PK-6,493,16:1,Prince George's County Public Schools
Baden Elementary School,6/10,13601 Baden Westwood Road, Brandywine, MD, 20613,Average,Public district,PK-6,264,17:1,Prince George's County Public Schools
Beltsville Academy,6/10,4300 Wicomico Avenue, Beltsville, MD, 20705,Average,Public district,PK-8,1090,13:1,Prince George's County Public Schools
Benjamin Tasker Middle School,6/10,4901 Collington Road, Bowie, MD, 20715,Average,Public district,6-8,821,14:1,Prince George's County Public Schools
Bond Mill Elementary School,6/10,16001 Sherwood Avenue, Laurel, MD, 20707,Average,Public district,K-5,533,16:1,Prince George's County Public Schools
Charles Carroll Middle School,5/10,6130 Lamont Drive, New Carrollton, MD, 20784,Average,Public district,6-8,1040,13:1,Prince George's County Public Schools
Greenbelt Middle School,5/10,6301 Breezewood Drive, Greenbelt, MD, 20770,Average,Public district,6-8,1293,15:1,Prince George's County Public Schools
Robert Frost Elementary School,5/10,6419 85th Avenue, New Carrollton, MD, 20784,Average,Public district,K-5,290,11:1,Prince George's County Public Schools
Thomas G. Pullen School,6/10,700 Brightseat Road, Hyattsville, MD, 20785,Average,Public district,K-8,745,13:1,Prince George's County Public Schools
Tulip Grove Elementary School,6/10,3501 Moylan Drive, Bowie, MD, 20715,Average,Public district,K-5,385,17:1,Prince George's County Public Schools
Woodmore Elementary School,6/10,12500 Woodmore Road, Bowie, MD, 20721,Average,Public district,K-5,360,16:1,Prince George's County Public Schools
Kenmoor Middle School,6/10,2500 Kenmoor Drive, Hyattsville, MD, 20785,Average,Public district,6-8,852,10:1,Prince George's County Public Schools
Glenn Dale Elementary School,6/10,6700 Glenn Dale Road, Glenn Dale, MD, 20769,Average,Public district,K-5,531,13:1,Prince George's County Public Schools
James Madison Middle School,6/10,7300 Woodyard Road, Upper Marlboro, MD, 20772,Average,Public district,6-8,802,13:1,Prince George's County Public Schools
Walker Mill Middle School,5/10,800 Karen Boulevard, Capitol Heights, MD, 20743,Average,Public district,7-8,749,12:1,Prince George's County Public Schools
Kent Island High School,7/10,900 Love Point Road, Stevensville, MD, 21666,Above average,Public district,9-12,1153,20:1,Queen Anne's County Public Schools
Queen Anne's County High School,7/10,125 Ruthsburg Road, Centreville, MD, 21617,Above average,Public district,9-12,1084,15:1,Queen Anne's County Public Schools
Stevensville Middle School,7/10,610 Main Street, Stevensville, MD, 21666,Above average,Public district,6-8,503,15:1,Queen Anne's County Public Schools
Sudlersville Middle School,7/10,600 Charles Street, Sudlersville, MD, 21668,Above average,Public district,5-8,453,14:1,Queen Anne's County Public Schools
Chopticon High School,7/10,25390 Colton Point Road, Morganza, MD, 20660,Above average,Public district,9-12,1625,20:1,St. Mary's County Public Schools
Esperanza Middle School,7/10,22790 Maple Road, Lexington Park, MD, 20653,Above average,Public district,6-8,806,15:1,St. Mary's County Public Schools
Leonardtown Middle School,8/10,24015 Point Lookout Road, Leonardtown, MD, 20650,Above average,Public district,6-8,955,16:1,St. Mary's County Public Schools
Margaret Brent Middle School,7/10,29675 Point Lookout Road, Mechanicsville, MD, 20659,Above average,Public district,6-8,994,16:1,St. Mary's County Public Schools
Spring Ridge Middle School,6/10,19856 Three Notch Road, Lexington Park, MD, 20653,Average,Public district,6-8,1001,15:1,St. Mary's County Public Schools
Easton Middle School,5/10,201 Peachblossom Road, Easton, MD, 21601,Average,Public district,6-8,791,16:1,Talbot County Public Schools
St. Michaels Elementary School,6/10,100 Seymour Avenue, Saint Michaels, MD, 21663,Average,Public district,PK-5,346,16:1,Talbot County Public Schools
St. Michaels Middle/High School,7/10,200 Seymour Avenue, Saint Michaels, MD, 21663,Above average,Public district,6-12,471,12:1,Talbot County Public Schools
White Marsh Elementary School,6/10,4322 Lovers Lane, Trappe, MD, 21673,Average,Public district,PK-5,364,15:1,Talbot County Public Schools
Boonsboro High School,7/10,10 Campus Avenue, Boonsboro, MD, 21713,Above average,Public district,9-12,884,14:1,Washington County Public Schools
Cascade Elementary School,6/10,14519 Pennersville Road, Highfield-Cascade, MD, 21719,Average,Public district,K-5,191,17:1,Washington County Public Schools
Clear Spring High School,8/10,12630 Broadfording Road, Clear Spring, MD, 21722,Above average,Public district,9-12,514,14:1,Washington County Public Schools
Hancock Elementary School,6/10,290 West Main Street, Hancock, MD, 21750,Average,Public district,PK-5,257,13:1,Washington County Public Schools
Hancock Middle Senior High School,5/10,289 West Main Street, Hancock, MD, 21750,Average,Public district,6-12,262,9:1,Washington County Public Schools
North Hagerstown High School,5/10,1200 Pennsylvania Avenue, Hagerstown, MD, 21742,Average,Public district,9-12,1262,16:1,Washington County Public Schools
Sharpsburg Elementary School,6/10,17525 Shepherdstown Pike, Sharpsburg, MD, 21782,Average,Public district,PK-5,276,14:1,Washington County Public Schools
Smithsburg Elementary School,6/10,67 North Main Street, Smithsburg, MD, 21783,Average,Public district,PK-5,401,15:1,Washington County Public Schools
Williamsport Elementary School,7/10,1 South Clifton Drive, Williamsport, MD, 21795,Above average,Public district,PK-5,555,16:1,Washington County Public Schools
Bennett Middle School,5/10,532 South Division Street, Salisbury, MD, 21801,Average,Public district,6-8,990,11:1,Wicomico County Public Schools
Delmar Elementary School,6/10,811 South 2nd Street, Delmar, MD, 21875,Average,Public district,PK-4,853,15:1,Wicomico County Public Schools
North Salisbury Elementary School,7/10,1213 Emerson Avenue, Salisbury, MD, 21801,Above average,Public district,1-5,445,11:1,Wicomico County Public Schools
Berlin Intermediate School,7/10,309 Franklin Avenue, Berlin, MD, 21811,Above average,Public district,4-6,749,11:1,Worcester County Public Schools
Snow Hill High School,6/10,305 South Church Street, Snow Hill, MD, 21863,Average,Public district,9-12,328,11:1,Worcester County Public Schools
North Bethesda Middle School,9/10,8935 Bradmoor Drive, Bethesda, MD, 20817,Above average,Public district,6-8,1028,15:1,Montgomery County Public Schools
Cesar Chavez Elementary School,5/10,6609 Riggs Road, Hyattsville, MD, 20782,Average,Public district,PK-6,289,14:1,Prince George's County Public Schools
Charles Herbert Flowers High School,5/10,10001 Ardwick Ardmore Road, Springdale, MD, 20774,Average,Public district,9-12,2093,17:1,Prince George's County Public Schools
Oakdale High School,9/10,5850 Eaglehead Drive, New Market, MD, 21774,Above average,Public district,9-12,1229,20:1,Frederick County Public Schools
Maya Angelou French Immersion,5/10,2000 Callaway Street, Temple Hills, MD, 20748,Average,Public district,K-8,500,16:1,Prince George's County Public Schools
Princess Anne Elementary School,5/10,11576 Lankford Avenue, Princess Anne, MD, 21853,Average,Public district,PK-5,413,14:1,Somerset County Public Schools
Woodholme Elementary School,6/10,300 Mount Wilson Lane, Pikesville, MD, 21208,Average,Public district,K-5,772,18:1,Baltimore County Public Schools
North Point High School,7/10,2500 Davis Road, Waldorf, MD, 20603,Above average,Public district,9-12,1814,16:1,Charles County Public Schools
Lakelands Park Middle School,8/10,1200 Main Street, Gaithersburg, MD, 20878,Above average,Public district,6-8,1049,13:1,Montgomery County Public Schools
Seven Oaks Elementary School,6/10,1905 Town Center Boulevard, Odenton, MD, 21113,Average,Public district,PK-5,700,15:1,Anne Arundel County Public Schools
Theodore G. Davis Middle School,7/10,2495 Davis Road, Waldorf, MD, 20603,Above average,Public district,6-8,829,16:1,Charles County Public Schools
Barstow Elementary School,6/10,295 J W Williams Road, Prince Frederick, MD, 20678,Average,Public district,PK-5,598,15:1,Calvert County Public Schools
Nantucket Elementary School,7/10,2350 Nantucket Drive, Crofton, MD, 21114,Above average,Public district,K-5,738,15:1,Anne Arundel County Public Schools
Vansville Elementary School,6/10,6813 Ammendale Road, Beltsville, MD, 20705,Average,Public district,PK-5,778,19:1,Prince George's County Public Schools
Vincent Farm Elementary School,6/10,6019 Ebenezer Road, White Marsh, MD, 21162,Average,Public district,PK-5,846,18:1,Baltimore County Public Schools
Accokeek Academy,6/10,14400 Berry Road, Accokeek, MD, 20607,Average,Public district,K-8,1539,15:1,Prince George's County Public Schools
Red Pump Elementary School,7/10,600 Red Pump Road, Bel Air, MD, 21014,Above average,Public district,K-5,675,16:1,Harford County Public Schools
Chesapeake Math and IT Elementary Public Charter,5/10,6151 Chevy Chase Drive, Laurel, MD, 20707,Average,Public charter,K-5,450,17:1,Prince George's County Public Schools
Bel Air Elementary School,5/10,14401 Barton Boulevard Southwest, Cumberland, MD, 21502,Average,Public district,PK-5,232,19:1,Allegany County Public Schools
Fort Hill High School,5/10,500 Greenway Avenue, Cumberland, MD, 21502,Average,Public district,9-12,780,16:1,Allegany County Public Schools
John Humbird Elementary School,5/10,120 East Mary Street, Cumberland, MD, 21502,Average,Public district,PK-5,280,22:1,Allegany County Public Schools
Northeast Elementary School,6/10,11001 Forest Avenue Northeast, Cumberland, MD, 21502,Average,Public district,PK-5,328,21:1,Allegany County Public Schools
South Penn Elementary School,4/10,500 East 2nd Street, Cumberland, MD, 21502,Below average,Public district,PK-5,517,24:1,Allegany County Public Schools
Annapolis Middle School,5/10,1399 Forest Drive, Annapolis, MD, 21403,Average,Public district,6-8,775,10:1,Anne Arundel County Public Schools
Arundel High School,7/10,1001 Annapolis Road, Gambrills, MD, 21054,Above average,Public district,9-12,2043,17:1,Anne Arundel County Public Schools
Chesapeake Bay Middle School,6/10,4804 Mountain Road, Pasadena, MD, 21122,Average,Public district,6-8,1040,14:1,Anne Arundel County Public Schools
Belle Grove Elementary School,3/10,4502 Belle Grove Road, Brooklyn Park, MD, 21225,Below average,Public district,PK-5,257,10:1,Anne Arundel County Public Schools
Broadneck Elementary School,6/10,470 Shore Acres Road, Arnold, MD, 21012,Average,Public district,K-5,809,17:1,Anne Arundel County Public Schools
Brock Bridge Elementary School,5/10,405 Brock Bridge Road, Laurel, MD, 20724,Average,Public district,PK-5,457,15:1,Anne Arundel County Public Schools
Brooklyn Park Middle School,6/10,200 Hammonds Lane, Brooklyn Park, MD, 21225,Average,Public district,6-8,733,10:1,Anne Arundel County Public Schools
Corkran Middle School,5/10,7600 Quarterfield Road, Glen Burnie, MD, 21061,Average,Public district,6-8,550,9:1,Anne Arundel County Public Schools
Crofton Elementary School,8/10,1405 Duke of Kent Drive, Crofton, MD, 21114,Above average,Public district,PK-5,661,17:1,Anne Arundel County Public Schools
Davidsonville Elementary School,8/10,962 West Central Avenue, Davidsonville, MD, 21035,Above average,Public district,K-5,683,17:1,Anne Arundel County Public Schools
Eastport Elementary School,5/10,420 5th Street, Annapolis, MD, 21403,Average,Public district,PK-5,260,8:1,Anne Arundel County Public Schools
George Fox Middle School,5/10,7922 Outing Avenue, Pasadena, MD, 21122,Average,Public district,6-8,949,13:1,Anne Arundel County Public Schools
Glen Burnie Park Elementary School,5/10,500 Marlboro Road, Glen Burnie, MD, 21061,Average,Public district,PK-5,527,14:1,Anne Arundel County Public Schools
Glendale Elementary School,5/10,105 Carroll Road, Glen Burnie, MD, 21060,Average,Public district,PK-5,420,12:1,Anne Arundel County Public Schools
Macarthur Middle School,5/10,3500 Rockenbach Road, Fort Meade, MD, 20755,Average,Public district,6-8,1046,10:1,Anne Arundel County Public Schools
Marley Middle School,4/10,10 Davis Court, Glen Burnie, MD, 21060,Below average,Public district,6-8,823,11:1,Anne Arundel County Public Schools
North Glen Elementary School,4/10,615 West Furnace Branch Road, Glen Burnie, MD, 21061,Below average,Public district,PK-5,271,10:1,Anne Arundel County Public Schools
Park Elementary School,5/10,201 East 11th Avenue, Brooklyn Park, MD, 21225,Average,Public district,PK-5,470,11:1,Anne Arundel County Public Schools
Rolling Knolls Elementary School,6/10,1985 Valley Rd, Annapolis, MD, 21401,Average,Public district,PK-5,437,13:1,Anne Arundel County Public Schools
Severna Park High School,7/10,60 Robinson Road, Severna Park, MD, 21146,Above average,Public district,9-12,1799,17:1,Anne Arundel County Public Schools
Solley Elementary School,6/10,7608 Solley Road, Glen Burnie, MD, 21060,Average,Public district,PK-5,754,17:1,Anne Arundel County Public Schools
South Shore Elementary School,8/10,1376 Fairfield Loop Road, Crownsville, MD, 21032,Above average,Public district,K-5,331,12:1,Anne Arundel County Public Schools
Traceys Elementary School,6/10,20 Deale Road, Tracys Landing, MD, 20779,Average,Public district,K-5,375,13:1,Anne Arundel County Public Schools
Meade Middle School,5/10,1103 26th Street, Fort Meade, MD, 20755,Average,Public district,6-8,589,11:1,Anne Arundel County Public Schools
Broadneck High School,7/10,1265 Green Holly Drive, Annapolis, MD, 21409,Above average,Public district,9-12,2061,16:1,Anne Arundel County Public Schools
North County High School,5/10,10 East 1st Avenue, Glen Burnie, MD, 21061,Average,Public district,9-12,2058,14:1,Anne Arundel County Public Schools
Armistead Gardens Elementary School,5/10,5001 East Eager Street, Baltimore, MD, 21205,Average,Public district,PK-8,709,14:1,Baltimore City Public Schools
Hamilton Elementary/Middle School,5/10,6101 Old Harford Road, Baltimore, MD, 21214,Average,Public district,PK-8,780,17:1,Baltimore City Public Schools
Hampstead Hill Academy,4/10,500 South Linwood Avenue, Baltimore, MD, 21224,Below average,Public charter,PK-8,745,15:1,Baltimore City Public Schools
Hilton Elementary School,5/10,3301 Carlisle Avenue, Baltimore, MD, 21216,Average,Public district,PK-5,391,20:1,Baltimore City Public Schools
Liberty Elementary School,5/10,3901 Maine Avenue, Baltimore, MD, 21207,Average,Public district,PK-5,462,19:1,Baltimore City Public Schools
The Mount Washington School,5/10,1801 Sulgrave Ave, Baltimore, MD, 21209,Average,Public district,PK-8,476,18:1,Baltimore City Public Schools
Rosemont Elementary School,4/10,2777 Presstman Street, Baltimore, MD, 21216,Below average,Public charter,PK-8,364,14:1,Baltimore City Public Schools
Thomas Johnson Elementary School,6/10,100 East Heath Street, Baltimore, MD, 21230,Average,Public district,PK-8,554,18:1,Baltimore City Public Schools
New Song Academy,4/10,1530 Presstman Street, Baltimore, MD, 21217,Below average,Public district,PK-8,157,12:1,Baltimore City Public Schools
Arbutus Elementary School,5/10,1300 Sulphur Spring Road, Halethorpe, MD, 21227,Average,Public district,PK-5,448,16:1,Baltimore County Public Schools
Bear Creek Elementary School,4/10,1601 Melbourne Road, Dundalk, MD, 21222,Below average,Public district,PK-5,488,15:1,Baltimore County Public Schools
Bedford Elementary School,4/10,7407 Dorman Drive, Pikesville, MD, 21208,Below average,Public district,1-5,315,15:1,Baltimore County Public Schools
Berkshire Elementary School,4/10,7431 Poplar Avenue, Baltimore, MD, 21224,Below average,Public district,PK-5,505,17:1,Baltimore County Public Schools
Carney Elementary School,4/10,3131 East Joppa Road, Parkville, MD, 21234,Below average,Public district,PK-5,588,16:1,Baltimore County Public Schools
Catonsville Middle School,7/10,2301 Edmondson Avenue, Catonsville, MD, 21228,Above average,Public district,6-8,856,16:1,Baltimore County Public Schools
Charlesmont Elementary School,5/10,7800 West Collingham Drive, Dundalk, MD, 21222,Average,Public district,PK-5,446,18:1,Baltimore County Public Schools
Chase Elementary School,5/10,11701 Eastern Avenue, Middle River, MD, 21220,Average,Public district,PK-5,383,16:1,Baltimore County Public Schools
Chatsworth School,5/10,222 New Avenue, Reisterstown, MD, 21136,Average,Public district,PK-5,373,11:1,Baltimore County Public Schools
Deer Park Middle Magnet School,5/10,9830 Winands Road, Randallstown, MD, 21133,Average,Public district,6-8,1266,16:1,Baltimore County Public Schools
Edgemere Elementary School,5/10,7201 North Point Road, Edgemere, MD, 21219,Average,Public district,PK-5,485,17:1,Baltimore County Public Schools
Essex Elementary School,5/10,100 Mace Avenue, Essex, MD, 21221,Average,Public district,PK-5,529,18:1,Baltimore County Public Schools
Fort Garrison Elementary School,7/10,3310 Woodvalley Drive, Pikesville, MD, 21208,Above average,Public district,PK-5,352,15:1,Baltimore County Public Schools
Franklin Middle School,5/10,10 Cockeys Mill Road, Reisterstown, MD, 21136,Average,Public district,6-8,1301,16:1,Baltimore County Public Schools
Franklin High School,6/10,12000 Reisterstown Road, Reisterstown, MD, 21136,Average,Public district,9-12,1572,17:1,Baltimore County Public Schools
Halethorpe Elementary School,4/10,4300 Maple Avenue, Halethorpe, MD, 21227,Below average,Public district,PK-5,575,16:1,Baltimore County Public Schools
Southwest Academy,4/10,6200 Johnnycake Road, Woodlawn, MD, 21207,Below average,Public district,6-8,790,16:1,Baltimore County Public Schools
Loch Raven Technical Academy,5/10,8101 Lasalle Road, Baltimore, MD, 21286,Average,Public district,6-8,756,14:1,Baltimore County Public Schools
Norwood Elementary School,5/10,1700 Delvale Avenue, Baltimore, MD, 21222,Average,Public district,PK-3,513,15:1,Baltimore County Public Schools
Orems Elementary School,5/10,711 High Villa Road, Baltimore Highvilla Road, Baltimore, MD, 21221,Average,Public district,PK-5,355,16:1,Baltimore County Public Schools
Owings Mills Elementary School,4/10,10824 Reisterstown Road, Owings Mills, MD, 21117,Below average,Public district,PK-5,752,18:1,Baltimore County Public Schools
Pot Spring Elementary School,6/10,2410 Spring Lake Drive, Lutherville-Timonium, MD, 21093,Average,Public district,PK-5,460,17:1,Baltimore County Public Schools
Relay Elementary School,6/10,5885 Selford Road, Halethorpe, MD, 21227,Average,Public district,K-5,529,17:1,Baltimore County Public Schools
Seneca Elementary School,6/10,545 Carrollwood Road, Middle River, MD, 21220,Average,Public district,PK-5,484,19:1,Baltimore County Public Schools
Sparrows Point High School,6/10,7400 North Point Road, Sparrows Point, MD, 21219,Average,Public district,9-12,892,15:1,Baltimore County Public Schools
Villa Cresta Elementary School,5/10,2600 Rader Avenue, Baltimore, MD, 21234,Average,Public district,PK-5,693,17:1,Baltimore County Public Schools
Sparrows Point Middle School,5/10,7400 North Point Road, Sparrows Point, MD, 21219,Average,Public district,6-8,550,16:1,Baltimore County Public Schools
Oliver Beach Elementary School,5/10,12912 Cunninghill Cove Road, Middle River, MD, 21220,Average,Public district,PK-5,214,14:1,Baltimore County Public Schools
Joppa View Elementary School,5/10,8727 Honeygo Boulevard, Perry Hall, MD, 21128,Average,Public district,PK-5,756,17:1,Baltimore County Public Schools
Calvert Middle School,6/10,655 Chesapeake Boulevard, Prince Frederick, MD, 20678,Average,Public district,6-8,588,16:1,Calvert County Public Schools
Mutual Elementary School,7/10,1455 Ball Road, Port Republic, MD, 20676,Above average,Public district,PK-5,410,15:1,Calvert County Public Schools
Calvert Elementary School,6/10,1450 Dares Beach Road, Prince Frederick, MD, 20678,Average,Public district,PK-5,505,14:1,Calvert County Public Schools
St Leonard Elementary School,5/10,5370 Saint Leonard Road, Saint Leonard, MD, 20685,Average,Public district,PK-5,488,15:1,Calvert County Public Schools
Southern Middle School,5/10,9615 H G Trueman Road, Lusby, MD, 20657,Average,Public district,6-8,476,14:1,Calvert County Public Schools
Colonel Richardson High School,4/10,25320 Richardson Road, Federalsburg, MD, 21632,Below average,Public district,9-12,506,11:1,Caroline County Public Schools
Federalsburg Elementary School,4/10,302 South University Avenue, Federalsburg, MD, 21632,Below average,Public district,PK-5,475,14:1,Caroline County Public Schools
Preston Elementary School,6/10,225 Main Street, Preston, MD, 21655,Average,Public district,PK-5,391,16:1,Caroline County Public Schools
Francis Scott Key High School,6/10,3825 Bark Hill Road, Union Bridge, MD, 21791,Average,Public district,9-12,948,12:1,Carroll County Public Schools
Mount Airy Elementary School,8/10,405 North Main Street, Mount Airy, MD, 21771,Above average,Public district,3-5,465,10:1,Carroll County Public Schools
William Winchester Elementary School,7/10,70 Monroe Street, Westminster, MD, 21157,Above average,Public district,PK-5,624,10:1,Carroll County Public Schools
Bohemia Manor High School,5/10,2755 Augustine Herman Highway, Chesapeake City, MD, 21915,Average,Public district,9-12,656,13:1,Cecil County Public Schools
Cecilton Elementary School,5/10,251 West Main Street, Cecilton, MD, 21913,Average,Public district,PK-5,345,14:1,Cecil County Public Schools
Chesapeake City Elementary School,5/10,214 3rd Street, Chesapeake City, MD, 21915,Average,Public district,PK-5,343,15:1,Cecil County Public Schools
