names, ratings, addresses, classes, types, grades, student_nums, st_ratios, districts, 
St Martin's In-The-Field Day School,Currently unrated,375A Benfield Road, Severna Park, MD, 21146,Currently unrated,Private,PK-8,175,N/A,N/A
Wicomico Day School,Currently unrated,1315 Old Ocean City Road, Salisbury, MD, 21804,Currently unrated,Private,PK-7,173,N/A,N/A
Hagerstown Childrens School,Currently unrated,141 South Potomac Street, Hagerstown, MD, 21740,Currently unrated,Private,K,7,N/A,N/A
Lime Kiln Middle School,9/10,11650 Scaggsville Road, Fulton, MD, 20759,Above average,Public district,6-8,718,12:1,Howard County Public Schools
Fruitland Primary School,Currently unrated,301 North Division Street, Fruitland, MD, 21826,Currently unrated,Public district,PK-2,509,16:1,Wicomico County Public Schools
Century High School,10/10,355 Ronsdale Road, Sykesville, MD, 21784,Above average,Public district,9-12,1094,12:1,Carroll County Public Schools
F. B. Gwynn Educational Center,Currently unrated,5998 Radio Station Road, La Plata, MD, 20646,Currently unrated,Public district,Ungraded,N/A,N/A,Charles County Public Schools
Forest Hill Elementary School,9/10,2407 Rocks Road, Forest Hill, MD, 21050,Above average,Public district,K-5,474,12:1,Harford County Public Schools
Applications And Research Laboratory,Currently unrated,10920 Clarksville Pike, Ellicott City, MD, 21042,Currently unrated,Public district,Ungraded,N/A,N/A,Howard County Public Schools
Thurmont Primary School,Currently unrated,7989 Rocky Ridge Road, Thurmont, MD, 21788,Currently unrated,Public district,PK-2,373,18:1,Frederick County Public Schools
Advent Lutheran Elementary School,Currently unrated,2230 Rock Spring Rd, Forest Hill, MD, 21050,Currently unrated,Private,K-4,19,N/A,N/A
Brookeville Christian Academy of Arts and Sciences,Currently unrated,P.O. Box 752, Gaithersburg, MD, 20884,Currently unrated,Private,PK-12,25,N/A,N/A
The Maryland International Day School,Currently unrated,2317 Brinkley Road, Fort Washington, MD, 20744,Currently unrated,Private,PK-8,73,N/A,N/A
Digital Harbor High School,1/10,1100 Covington Street, Baltimore, MD, 21230,Below average,Public district,9-12,1484,16:1,Baltimore City Public Schools
Reginald F. Lewis High School,2/10,6401 Pioneer Drive, Baltimore, MD, 21214,Below average,Public district,9-12,525,16:1,Baltimore City Public Schools
Dr. Samuel L. Banks High School,Currently unrated,5000 Truesdale Ave, Baltimore, MD, 21206,Currently unrated,Public district,8-12,N/A,N/A,Baltimore City Public Schools
Monocacy Valley Montessori School,7/10,217 Dill Avenue, Frederick, MD, 21701,Above average,Public charter,PK-8,300,22:1,Frederick County Public Schools
Possibility Stem Preparatory Academy,Currently unrated,601 Largo Rd, Upper Marlboro, MD, 20774,Currently unrated,Public charter,6-8,419,N/A,Prince George's County Public Schools
Crossroads Adventist School,Currently unrated,3291 Saint Johns Lane, Ellicott City, MD, 21042,Currently unrated,Private,PK-8,57,N/A,N/A
St. Johns Parish Day School,Currently unrated,9130 Frederick Road, Ellicott City, MD, 21042,Currently unrated,Private,PK-5,254,N/A,N/A
Calvert School,Currently unrated,105 Tuscany Road, Baltimore, MD, 21210,Currently unrated,Private,K-8,692,N/A,N/A
Dayspring Christian Academy,Currently unrated,2122 West Joppa Road, Towson, MD, 21093,Currently unrated,Private,PK-8,44,N/A,N/A
Foundation Schools,Currently unrated,6000 Executive Blvd, Rockville, MD, 20852,Currently unrated,Private,1-12,N/A,N/A,N/A
Elementary School of St. Marks,Currently unrated,1620 Reisterstown Rd, Pikesville, MD, 21208,Currently unrated,Private,1-4,N/A,N/A,N/A
Faith Deliverance Academy,Currently unrated,P.O. Box 186/1808 Jersey Rd, Salisbury, MD, 21801,Currently unrated,Private,2-12,N/A,N/A,N/A
Upper Mountain View School,Currently unrated,3457 Spring Hill Rd, Salisbury, MD, 15558,Currently unrated,Private,1-8,25,N/A,N/A
Beth Tfiloh Dahan Community School,Currently unrated,3300 Old Court Road, Pikesville, MD, 21208,Currently unrated,Private,PK-12,954,N/A,N/A
Freedom Christian Academy,Currently unrated,5201 Baltimore Ln, Lanham, MD, 20706,Currently unrated,Private,2-8,N/A,N/A,N/A
Friendship Adventist School,Currently unrated,901 Andover Road, Linthicum Heights, MD, 21090,Currently unrated,Private,PK-8,44,N/A,N/A
Ivymount School,Currently unrated,11614 7 Locks Road, Rockville, MD, 20854,Currently unrated,Private,1-10,209,N/A,N/A
Friendship School,Currently unrated,25979 Friendship School Road, Mechanicsville, MD, 20659,Currently unrated,Private,1-8,44,N/A,N/A
Friendship School,Currently unrated,6505 Ridenour Way, Sykesville, MD, 21784,Currently unrated,Private,7,4,N/A,N/A
Boys Latin School of Maryland,Currently unrated,822 W Lake Ave, Baltimore, MD, 21210,Currently unrated,Private,K-12,625,N/A,N/A
Glen Burnie Nazarene Christian School,Currently unrated,100 Northdale Rd, Glen Burnie, MD, 21060,Currently unrated,Private,4, 7-10,N/A,N/A,N/A
Gods Excellent Disciples Christian Academy,Currently unrated,4617 York Road, Baltimore, MD, 21212,Currently unrated,Private,PK-8,26,N/A,N/A
Grace Christian Preparatory Ac,Currently unrated,P.O. Box 41350, Baltimore, MD, 21203,Currently unrated,Private,K-11,N/A,N/A,N/A
Grace Episcopal Day School,Currently unrated,9411 Connecticut Avenue, Kensington, MD, 20895,Currently unrated,Private,PK-5,100,N/A,N/A
Harbour School at Baltimore TH,Currently unrated,2603 Rolling Road, Baltimore, MD, 21244,Currently unrated,Private,Ungraded,N/A,N/A,N/A
Gateway School,Currently unrated,5900 Metro Drive, Baltimore, MD, 21215,Currently unrated,Private,PK-6,45,N/A,N/A
High Road Academy,Currently unrated,9705 Washington Boulevard North, Laurel, MD, 20723,Currently unrated,Private,4-11,71,N/A,N/A
Holy Trinity Episcopal Day School,Currently unrated,11902 Daisy Lane, Glenn Dale, MD, 20769,Currently unrated,Private,PK-8,520,N/A,N/A
The Inter Faith Academy,Currently unrated,3333 Greenmount Avenue, Baltimore, MD, 21218,Currently unrated,Private,Ungraded,N/A,N/A,N/A
The Jefferson School At Finan Center,Currently unrated,Po Box 1722, Cumberland, MD, 21501,Currently unrated,Private,4-12,45,N/A,N/A
Jefferson School at Way Statio,Currently unrated,230 W Patrick St P.O. Box 3826, Frederick, MD, 21701,Currently unrated,Private,9-12,N/A,N/A,N/A
The Benedictine School,Currently unrated,14299 Benedictine Lane, Ridgely, MD, 21660,Currently unrated,Private,Ungraded,78,N/A,N/A
Kehillat Montessori - Kemp Mill Montessori School,Currently unrated,P.O. Box 3447, Silver Spring, MD, 20918,Currently unrated,Private,PK-6,N/A,N/A,N/A
Kennedy Krieger High School Ca,Currently unrated,3825 Greenspring Avenue, Baltimore, MD, 21211,Currently unrated,Private,9-12,N/A,N/A,N/A
Holden Montessori Day School,Currently unrated,5450 Massachusetts Avenue, Bethesda, MD, 20816,Currently unrated,Private,Ungraded,N/A,N/A,N/A
Kiddie Academy Of Oxon Hill,Currently unrated,6031 Oxon Hill Road, Oxon Hill-Glassmanor, MD, 20745,Currently unrated,Private,K,8,N/A,N/A
Kingdom Christian Academy,Currently unrated,529 Commerce Dr, Upper Marlboro, MD, 20774,Currently unrated,Private,PK-4, 7,14,N/A,N/A
Kings Landing Academy,Currently unrated,4771 Sunday Drive, Huntingtown, MD, 20639,Currently unrated,Private,Ungraded,18,N/A,N/A
Emmanuel Christian School,Currently unrated,16221 National Pike, Hagerstown, MD, 21740,Currently unrated,Private,PK-12,69,N/A,N/A
Chimes School,Currently unrated,4810 Seton Drive, Baltimore, MD, 21215,Currently unrated,Private,Ungraded,53,N/A,N/A
Bowling Brook Preparatory School,Currently unrated,P.O. Box 100, Keymar, MD, 21757,Currently unrated,Private,Ungraded,N/A,N/A,N/A
Jamon Montessori Day School,Currently unrated,52 Randolph Road, Silver Spring, MD, 20904,Currently unrated,Private,PK-1,38,N/A,N/A
Grafton School,Currently unrated,11710 Hunters Lane, Rockville, MD, 20852,Currently unrated,Private,Ungraded,N/A,N/A,N/A
Highland Park Christian Academy,Currently unrated,6801 Sheriff Road, Landover, MD, 20785,Currently unrated,Private,PK-8,231,N/A,N/A
Henson Valley Montessori School,Currently unrated,2317 Brinkley Road, Fort Washington, MD, 20744,Currently unrated,Private,PK-8,50,N/A,N/A
Christian Family Montessori School,Currently unrated,201 Allison St., NW, Mount Rainier, MD, 20011,Currently unrated,Private,PK-6,93,N/A,N/A
Thomas Jefferson Preparatory School,Currently unrated,12801 Darnestown Rd., Darnestown, MD, 20878,Currently unrated,Private,PK-8,22,N/A,N/A
Firm Foundation & Faith Academy,Currently unrated,2261 Oxon Run Drive, Temple Hills, MD, 20748,Currently unrated,Private,PK-2,67,N/A,N/A
Frederick Country Day Montessori School,Currently unrated,1601 Wheyfield Drive, Frederick, MD, 21701,Currently unrated,Private,K,85,N/A,N/A
The Harbour School At Annapolis,Currently unrated,1277 Green Holly Drive, Annapolis, MD, 21409,Currently unrated,Private,3-12,159,N/A,N/A
Kennedy Kreeger Fairmount School,Currently unrated,1750 East Fairmount Avenue, Baltimore, MD, 21231,Currently unrated,Private,1-8,154,N/A,N/A
Salem Education Center,Currently unrated,4229 Middletown Branch Rd, Vienna, MD, 21869,Currently unrated,Private,9-12,N/A,N/A,N/A
Georgetown Hill Child Care Center,Currently unrated,8311 Bells Mill Rd, Potomac, MD, 20854,Currently unrated,Private,PK-1,N/A,N/A,N/A
Chesapeake Alternative School,Currently unrated,301 East Patapsco Avenue, Baltimore, MD, 21225,Currently unrated,Private,Ungraded,30,N/A,N/A
Shorehaven School,Currently unrated,1040 Singerly Road, Elkton, MD, 21921,Currently unrated,Private,Ungraded,31,N/A,N/A
Glenwood Country Day School,Currently unrated,14785 Bushy Park Road, Woodbine, MD, 21797,Currently unrated,Private,PK-1,60,N/A,N/A
Lycee Rochambeau French International School,Currently unrated,3200 Woodbine St, Chevy Chase, MD, 20815,Currently unrated,Private,PK-12,1050,N/A,N/A
Miracle Baptist Christian School,Currently unrated,4613 Moravia Rd, Baltimore, MD, 21206,Currently unrated,Private,PK-6,N/A,N/A,N/A
Montessori School Of Westminster,Currently unrated,1055 Montessori Drive, Westminster, MD, 21158,Currently unrated,Private,PK-8,113,N/A,N/A
Visionquest Morning Star Youth Academy,Currently unrated,Po Box 130, Woolford, MD, 21677,Currently unrated,Private,9,30,N/A,N/A
Mount Clare Christian School,Currently unrated,320 South Vincent Street, Baltimore, MD, 21223,Currently unrated,Private,K-12,44,N/A,N/A
NCL: the Nazarene Christian Le,Currently unrated,147 Sullivan Road, Westminster, MD, 21157,Currently unrated,Private,PK-1,N/A,N/A,N/A
North Carroll Christian Academy,Currently unrated,2693 Hanover Pike, Hampstead, MD, 21074,Currently unrated,Private,K-11,N/A,N/A,N/A
New Beginnings Christian Academy,Currently unrated,P.O. Box 306, Gambrills, MD, 21054,Currently unrated,Private,PK-4,N/A,N/A,N/A
Pathways School-Hyattsville,Currently unrated,3120 Nicholson St, Hyattsville, MD, 20782,Currently unrated,Private,4-8,N/A,N/A,N/A
Faith Arts Academy,Currently unrated,13618 Layhill Road, Silver Spring, MD, 20906,Currently unrated,Private,PK-5,91,N/A,N/A
Seaside Christian Academy,Currently unrated,12637a Ocean Gateway, Ocean City, MD, 21842,Currently unrated,Private,PK-8,125,N/A,N/A
Our Lady Of Grace School,Currently unrated,18310 Middletown Road, Parkton, MD, 21120,Currently unrated,Private,PK-8,193,N/A,N/A
Our Lady of the Rosary High School,Currently unrated,420 S. Chester Street, Baltimore, MD, 21231,Currently unrated,Private,9-12,N/A,N/A,N/A
Pathways School - Hyattsville,Currently unrated,3401 East West Hwy, Hyattsville, MD, 20782,Currently unrated,Private,4-8,N/A,N/A,N/A
Primary Montessori Day School,Currently unrated,14138 Travilah Road, Rockville, MD, 20850,Currently unrated,Private,PK-3,140,N/A,N/A
Childway,Currently unrated,4058 Blackburn Lane, Burtonsville, MD, 20866,Currently unrated,Private,Ungraded,24,N/A,N/A
Progressive Christian Day & Preparatory Academy,Currently unrated,610 Largo Road, Largo, MD, 20774,Currently unrated,Private,PK-12,390,N/A,N/A
Providence Christian School,Currently unrated,4515 Sandy Spring Road, Burtonsville, MD, 20866,Currently unrated,Private,K-6,N/A,N/A,N/A
Rosedale Baptist School,Currently unrated,9202 Philadelphia Rd, Baltimore, MD, 21237,Currently unrated,Private,PK-12,450,N/A,N/A
The Arrow Center For Education,Currently unrated,1605 Cromwell Bridge Road, Parkville, MD, 21234,Currently unrated,Private,7-12,27,N/A,N/A
Community School Of Maryland,Currently unrated,21515 Zion Road, Brookeville, MD, 20833,Currently unrated,Private,Ungraded,35,N/A,N/A
Severna Park Children's Centre,Currently unrated,144 Ritchie Highway, Pasadena, MD, 21122,Currently unrated,Private,K,N/A,N/A,N/A
Salisbury Christian School,Currently unrated,224 Phillip Morris Drive, Ste, Salisbury, MD, 21804,Currently unrated,Private,6-12,N/A,N/A,N/A
School of Original Thought,Currently unrated,3107 Erdman Ave 09, Baltimore, MD, 21213,Currently unrated,Private,1-11,N/A,N/A,N/A
Severna Park Christian School,Currently unrated,P.O. Box 826, Severna Park, MD, 21146,Currently unrated,Private,1-12,N/A,N/A,N/A
Shabach! Christian Academy,Currently unrated,3600 Brightseat Road, Landover, MD, 20785,Currently unrated,Private,PK-8,372,N/A,N/A
Shalheves High School,Currently unrated,5800 Park Heights Ave, Baltimore, MD, 21215,Currently unrated,Private,9-12,N/A,N/A,N/A
Shiloh Christian Academy,Currently unrated,12140 HG Trueman Rd, Lusby, MD, 20657,Currently unrated,Private,K-1, 3-7, 9, 11-12,32,N/A,N/A
Sidwell Friends Academy,Currently unrated,5100 Edgemoor Lane, Bethesda, MD, 20814,Currently unrated,Private,PK-12,N/A,N/A,N/A
St Stephens Classical Christian Academy,Currently unrated,2275 Liberty Road, Eldersburg, MD, 21784,Currently unrated,Private,PK-8,90,N/A,N/A
Crossland Latin School,Currently unrated,3400 Norman Ave., Baltimore, MD, 21213,Currently unrated,Private,3-7,N/A,N/A,N/A
St. Thomas More Academy,Currently unrated,103 Prospect St. Middletown, MD 21769, Middletown, MD, 21769,Currently unrated,Private,PK-8,80,N/A,N/A
Stepping Stones Learning Academy,Currently unrated,402 West Main Street, Fruitland, MD, 21826,Currently unrated,Private,PK-12,111,N/A,N/A
School Of The Incarnation,Currently unrated,2601 Symphony Lane, Gambrills, MD, 21054,Currently unrated,Private,K-8,757,N/A,N/A
Taylor School,Currently unrated,4100 College Avenue, Ellicott City, MD, 21043,Currently unrated,Private,7-12,N/A,N/A,N/A
Beth-El,Currently unrated,11500 Cronridge Drive, Owings Mills, MD, 21117,Currently unrated,Private,K,N/A,N/A,N/A
Harry and Jeanette Weinberg Academy,Currently unrated,10712 Marriottsville Rd, Randallstown, MD, 21133,Currently unrated,Private,1-5,N/A,N/A,N/A
Waldorf School of Baltimore,Currently unrated,4801 Tamarind Road, Baltimore, MD, 21209,Currently unrated,Private,PK-8,150,N/A,N/A
London Towne Academy,Currently unrated,211 Mayo Road, Edgewater, MD, 21037,Currently unrated,Private,K,13,N/A,N/A
Maple Shade School,Currently unrated,23704 Ocean Gateway, Mardela Springs, MD, 21837,Currently unrated,Private,Ungraded,N/A,N/A,N/A
Well Watered Wells Leadership Academy,Currently unrated,30529 Prince William Street, Princess Anne, MD, 21853,Currently unrated,Private,PK-1,16,N/A,N/A
The Nora School,Currently unrated,955 Sligo Avenue, Silver Spring, MD, 20910,Currently unrated,Private,9-12,60,N/A,N/A
Villa Maria School,Currently unrated,2300 Dulaney Valley Road, Lutherville-Timonium, MD, 21093,Currently unrated,Private,6-9,60,N/A,N/A
Katherine Thomas School,Currently unrated,9975 Medical Center Drive, Rockville, MD, 20850,Currently unrated,Private,PK-12,137,N/A,N/A
Calvary Weekday School,Currently unrated,131 West 2nd Street, Frederick, MD, 21701,Currently unrated,Private,K,16,N/A,N/A
Villa Maria School,Currently unrated,2300 Dulaney Valley Rd Ste 1, Lutherville-Timonium, MD, 21093,Currently unrated,Private,Ungraded,N/A,N/A,N/A
Transition Program at Frostburg,Currently unrated,101 Braddock Rd Guild Hall 00, Frostburg, MD, 21532,Currently unrated,Public district,12,N/A,N/A,Allegany County Public Schools
Central Special School,Currently unrated,140 Stepney Lane, Edgewater, MD, 21037,Currently unrated,Public district,PK-12,135,4:1,Anne Arundel County Public Schools
Marley Glen School,Currently unrated,200 Scott Avenue, Glen Burnie, MD, 21060,Currently unrated,Public district,PK-12,104,2:1,Anne Arundel County Public Schools
Ruth Parker Eason School,Currently unrated,648 Old Mill Road, Millersville, MD, 21108,Currently unrated,Public district,PK-12,113,3:1,Anne Arundel County Public Schools
Thurgood Marshall High School,Currently unrated,5000 Truesdale Ave, Baltimore, MD, 21206,Currently unrated,Public district,8-12,N/A,N/A,Baltimore City Public Schools
Doris M. Johnson High School,Currently unrated,2801 St Lo Dr, Baltimore, MD, 21213,Currently unrated,Public district,8-12,N/A,N/A,Baltimore City Public Schools
Battle Monument School,Currently unrated,7801 East Collingham Drive, Dundalk, MD, 21222,Currently unrated,Public district,PK-12,72,3:1,Baltimore County Public Schools
Maiden Choice School,Currently unrated,4901 Shelbourne Road, Baltimore, MD, 21227,Currently unrated,Public district,PK-12,115,7:1,Baltimore County Public Schools
Ridge Ruxton School,1/10,6916 Maryland 139, Towson, MD, 21204,Below average,Public district,PK-12,124,5:1,Baltimore County Public Schools
Gateway School,Currently unrated,45 Kate Wagner Road, Westminster, MD, 21157,Currently unrated,Public district,9-12,65,3:1,Carroll County Public Schools
Rock Creek School,Currently unrated,191 Waverley Drive, Frederick, MD, 21702,Currently unrated,Public district,PK-12,77,5:1,Frederick County Public Schools
Homewood School,Currently unrated,10914 Clarksville Pike, Columbia, MD, 21044,Currently unrated,Public district,6-12,148,3:1,Howard County Public Schools
Folly Quarter Middle School,9/10,13500 Triadelphia Road, Ellicott City, MD, 21042,Above average,Public district,6-8,634,13:1,Howard County Public Schools
Rica-Southern MD,Currently unrated,9400 Surratts Rd, Cheltenham, MD, 20623,Currently unrated,Public district,Ungraded,N/A,N/A,Prince George's County Public Schools
Community Based Classrooms,3/10,5150 Annapolis Road, Bladensburg, MD, 20710,Below average,Public district,10-12,112,21:1,Prince George's County Public Schools
Tanglewood Regional Center,Currently unrated,8333 Woodyard Road, Clinton, MD, 20735,Currently unrated,Public district,K-8,38,4:1,Prince George's County Public Schools
James E. Duckworth Regional Center,Currently unrated,11201 Evans Trail, Beltsville, MD, 20705,Currently unrated,Public district,K-12,85,6:1,Prince George's County Public Schools
C. Elizabeth Rieg Regional Center,1/10,15542 Peach Walker Drive, Bowie, MD, 20716,Below average,Public district,K-12,103,6:1,Prince George's County Public Schools
Margaret Brent Regional Center,Currently unrated,5816 Lamont Terrace, New Carrollton, MD, 20784,Currently unrated,Public district,K-12,110,5:1,Prince George's County Public Schools
Edgar Allan Poe Alternative School,Currently unrated,2001 Shadyside Ave, Suitland, MD, 20746,Currently unrated,Public district,6-8,17,N/A,Prince George's County Public Schools
William Schmidt Environmental Center,Currently unrated,18501 Aquasco Road, Brandywine, MD, 20613,Currently unrated,Public district,Ungraded,N/A,N/A,Prince George's County Public Schools
Howard B. Owens Science Center,Currently unrated,9601 Greenbelt Road, Lanham, MD, 20706,Currently unrated,Public district,Ungraded,N/A,N/A,Prince George's County Public Schools
Marshall Street School,Currently unrated,1350 Marshall Street, Hagerstown, MD, 21740,Currently unrated,Public district,K-12,51,4:1,Washington County Public Schools
Washington County Job Development Center,Currently unrated,1350 Marshall Street, Hagerstown, MD, 21740,Currently unrated,Public district,12,33,5:1,Washington County Public Schools
Arundel Bay Christian Academy,Currently unrated,968 C Lower Pindell Road, Lothian, MD, 20711,Currently unrated,Private,PK-8,189,N/A,N/A
Sacred Heart Elementary School,Currently unrated,63 Sacred Heart Lane, Glyndon, MD, 21071,Currently unrated,Private,PK-8,540,N/A,N/A
Yeshiva Of Greater Washington Girls Division,Currently unrated,2010 Linden Lane, Silver Spring, MD, 20910,Currently unrated,Private,7-12,182,N/A,N/A
McLean School of Maryland,Currently unrated,8224 Lochinver Lane, Potomac, MD, 20854,Currently unrated,Private,1-12,350,N/A,N/A
Cedar Ridge School,Currently unrated,Po Box 439, Williamsport, MD, 21795,Currently unrated,Private,3-12,39,N/A,N/A
Granite Baptist School,Currently unrated,7823 Oakwood Road, Glen Burnie, MD, 21061,Currently unrated,Private,PK-12,275,N/A,N/A
Ucp Delrey School,Currently unrated,3610 Commerce Drive, Halethorpe, MD, 21227,Currently unrated,Private,1-12,76,N/A,N/A
Aleem Academy,Currently unrated,7543 Main St, Sykesville, MD, 21784,Currently unrated,Private,PK-2, 4-5,N/A,N/A,N/A
Bais Hamedrash & Mesivta of Baltimore,Currently unrated,6823 Old Pimlico Rd, Baltimore, MD, 21209,Currently unrated,Private,9-12,85,N/A,N/A
Bnos Yisroel,Currently unrated,6300 Park Heights Avenue, Baltimore, MD, 21215,Currently unrated,Private,PK-12,430,N/A,N/A
Carroll Lutheran School,Currently unrated,1738 Old Taneytown Road, Westminster, MD, 21158,Currently unrated,Private,K-8,75,N/A,N/A
Colonial Christian Academy,Currently unrated,9411 Liberty Rd, Randallstown, MD, 21133,Currently unrated,Private,K-5,56,N/A,N/A
Eastern Shore Structured Shelt,Currently unrated,3042 Southside Avenue, Cambridge, MD, 21613,Currently unrated,Private,8-11,N/A,N/A,N/A
Life Source Christian School,Currently unrated,7000 Rossville Boulevard, Rosedale, MD, 21237,Currently unrated,Private,K-8,49,N/A,N/A
Genesis Christian Academy,Currently unrated,5841 Rockhold Creek Rd, Deale, MD, 20751,Currently unrated,Private,K-12,N/A,N/A,N/A
High Road Academy of Prince George,Currently unrated,5100 Philadelphia Way, Lanham, MD, 20706,Currently unrated,Private,2-12,N/A,N/A,N/A
Hope Creek Youth & Family Center,Currently unrated,28573 Hudson Corner Rd, Marion, MD, 21838,Currently unrated,Private,2-5,6,N/A,N/A
Liberty's Northwest Children's School,Currently unrated,4013 Liberty Heights Avenue, Gwynn Oak, MD, 21207,Currently unrated,Private,PK-1,N/A,N/A,N/A
Lighthouse Christian Academy,Currently unrated,931 Love Point Road, Stevensville, MD, 21666,Currently unrated,Private,K-8,85,N/A,N/A
French International School,Currently unrated,9600 Forest Road, Bethesda, MD, 20814,Currently unrated,Private,PK-12,1120,N/A,N/A
Montessori Manor,Currently unrated,3526 Sweet Air Rd, Phoenix, MD, 21131,Currently unrated,Private,PK-5,50,N/A,N/A
New Covenant Christian School,Currently unrated,128 Saint Marys Church Road, Abingdon, MD, 21009,Currently unrated,Private,PK-12,200,N/A,N/A
New Directions Academy,Currently unrated,9700 Old Harford Road, Parkville, MD, 21234,Currently unrated,Private,8-12,16,N/A,N/A
Pathways School - Duval Re-Ent,Currently unrated,9880 Good Luck Road, Lanham, MD, 20706,Currently unrated,Private,4-12,N/A,N/A,N/A
S.A.C.R.E.D. Life Academy for Boys,Currently unrated,7230 Central Ave, Capitol Heights, MD, 20743,Currently unrated,Private,K-8,30,N/A,N/A
The Arrow Center for Education-Fair Meadows,Currently unrated,2416 Creswell Rd, Bel Air, MD, 21015,Currently unrated,Private,7-12,45,N/A,N/A
The Forbush School At Westminster,Currently unrated,1135 Business Parkway South, Westminster, MD, 21157,Currently unrated,Private,5-8,11,N/A,N/A
The Pathways School--Anne Arun,Currently unrated,8055 Ritchie Highway, Pasadena, MD, 21122,Currently unrated,Private,9-12,N/A,N/A,N/A
Washington United Christian Academy,Currently unrated,Po Box 5417, Hyattsville, MD, 20782,Currently unrated,Private,PK-12,101,N/A,N/A
Yeshiva Of Greater Washington Boys Division,Currently unrated,1216 Arcola Avenue, Silver Spring, MD, 20902,Currently unrated,Private,7-12,91,N/A,N/A
Yeshivas Lev Shlomo,Currently unrated,7201 Park Heights Ave, Baltimore, MD, 21208,Currently unrated,Private,Ungraded,N/A,N/A,N/A
Broadwater Creek Academy,Currently unrated,5610 Battee Drive, Deale, MD, 20733,Currently unrated,Private,K,11,N/A,N/A
Crossway Community Montessori School,Currently unrated,3015 Upton Drive, Kensington, MD, 20895,Currently unrated,Private,PK-1,45,N/A,N/A
Lucy School,Currently unrated,9117 Frostown Road, Middletown, MD, 21769,Currently unrated,Private,PK-3,98,N/A,N/A
New Horizon CDC Summit,Currently unrated,5570 Silverhill Rd, Forestville, MD, 20747,Currently unrated,Private,K-2,25,N/A,N/A
School of Original Thought,Currently unrated,3012 Greenmount Ave, Baltimore, MD, 21218,Currently unrated,Private,PK-11,N/A,N/A,N/A
Genisus Learning Center,Currently unrated,5001 Saint Barnabas Road, Temple Hills, MD, 20748,Currently unrated,Private,K-8,33,N/A,N/A
Cabin John/Brookmont Children,Currently unrated,4000 Virginia Pl, Bethesda, MD, 20816,Currently unrated,Private,Ungraded,N/A,N/A,N/A
Ferndale Christian School,Currently unrated,15211 Garrett Hwy, Oakland, MD, 21550,Currently unrated,Private,5, 8, 10-12,6,N/A,N/A
Greater Grace Christian Academy,Currently unrated,6077 Moravia Park Drive, Baltimore, MD, 21206,Currently unrated,Private,K-12,210,N/A,N/A
Niverton Amish School,Currently unrated,1447 Dorsey Hotel Rd, Grantsville, MD, 21536,Currently unrated,Private,1-4, 6-8,N/A,N/A,N/A
The Foundation School,Currently unrated,1330 McCormick Drive, Upper Marlboro, MD, 20774,Currently unrated,Private,2-12,143,N/A,N/A
Foundation Intermediate School,Currently unrated,1835 Brightseat Rd, Landover, MD, 20785,Currently unrated,Private,2-8,N/A,N/A,N/A
Guide Catonsville Structured School,Currently unrated,5406 Valley Rd, Baltimore, MD, 21228,Currently unrated,Private,6-12,N/A,N/A,N/A
Maryland Gospel Assembly School,Currently unrated,12406 Brandywine Road, Brandywine, MD, 20613,Currently unrated,Private,K-11,14,N/A,N/A
The Ridge School Of Montgomery County,Currently unrated,14901 Broschart Road, Rockville, MD, 20850,Currently unrated,Private,7-12,25,N/A,N/A
New Visions Academy Of Baltimore,Currently unrated,7131 Rutherford Road, Milford Mill, MD, 21244,Currently unrated,Private,8-12,56,N/A,N/A
Nist Child Care Center,Currently unrated,100 Bureau Dr Stop 1915, Gaithersburg, MD, 20899,Currently unrated,Private,K,9,N/A,N/A
Thomas Ofarrell Youth Center,Currently unrated,7960 Henryton Rd, Marriottsville, MD, 21104,Currently unrated,Private,7-10,N/A,N/A,N/A
Youth In Transition School,Currently unrated,7130 Rutherford Road, Milford Mill, MD, 21244,Currently unrated,Private,7-12,60,N/A,N/A
The Children's Guild at Anne Arundel County,Currently unrated,1399 Forest Dr, Annapolis, MD, 21403,Currently unrated,Private,3-8,21,N/A,N/A
High Road School Of Baltimore County,Currently unrated,7707 German Hill Road, Dundalk, MD, 21222,Currently unrated,Private,3-12,50,N/A,N/A
New Foundations,Currently unrated,20 E Franklin St, Baltimore, MD, 21202,Currently unrated,Private,5, 7-8, 10-12,23,N/A,N/A
Bowie Christian School,Currently unrated,2518 Kenhill Dr, Bowie, MD, 20715,Currently unrated,Private,PK-6, 10-12,41,N/A,N/A
Building Youth,Currently unrated,6233-47 Kenwood Avenue, Baltimore, MD, 21237,Currently unrated,Private,PK-12,N/A,N/A,N/A
The Independent Jewish Academy of Baltimore,Currently unrated,7401 Park Heights Ave, Baltimore, MD, 21208,Currently unrated,Private,PK-8,50,N/A,N/A
St. Raphael School,Currently unrated,1513 Dunster Road, Rockville, MD, 20854,Currently unrated,Private,PK-8,250,N/A,N/A
Baltimore County Home & Hospital,Currently unrated,105 West Chesapeake Avenue, Towson, MD, 21204,Currently unrated,Public district,Ungraded,N/A,N/A,Baltimore County Public Schools
Augusta Fells Savage Institute Of Visual Arts,1/10,1500 Harlem Avenue, Baltimore, MD, 21217,Below average,Public district,9-12,447,15:1,Baltimore City Public Schools
Calvert County Alternative School,Currently unrated,520 Fox Run Boulevard, Prince Frederick, MD, 20678,Currently unrated,Public district,9-12,4,5:1,Calvert County Public Schools
